,original,predicated
288,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.87174016 0.12825982]
289,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9850667e-04 9.9900156e-01]
290,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.1831281e-21 1.0000000e+00]
291,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.991288e-21 1.000000e+00]
292,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.7559835e-20 1.0000000e+00]
293,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3689123e-26 1.0000000e+00]
294,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.834522e-13 1.000000e+00]
295,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.9917229  0.00827706]
296,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.5474329e-27 1.0000000e+00]
297,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.959974   0.04002599]
298,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.082626e-33 1.000000e+00]
299,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.4502163e-04 9.9975497e-01]
300,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.816629e-10 1.000000e+00]
301,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0306868e-27 1.0000000e+00]
302,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00187849 0.99812144]
303,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.791419e-23 1.000000e+00]
304,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9998772e-01 1.2260887e-05]
305,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.576329e-26 1.000000e+00]
306,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3957983e-28 1.0000000e+00]
307,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.9484193e-19 1.0000000e+00]
308,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.3638722e-04 9.9966359e-01]
309,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.6127804e-29 1.0000000e+00]
310,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.414127e-37 1.000000e+00]
311,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.4076604e-28 1.0000000e+00]
312,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.999398e-01 6.017513e-05]
313,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[6.497414e-12 1.000000e+00]
314,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00271345 0.99728656]
315,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.487108e-23 1.000000e+00]
316,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.8482539e-06 9.9999809e-01]
317,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.4932698e-12 1.0000000e+00]
318,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.589756e-31 1.000000e+00]
319,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 3.5679236e-08]
320,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.741784e-27 1.000000e+00]
321,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.720732e-15 1.000000e+00]
322,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0988704e-25 1.0000000e+00]
323,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.9912318e-20 1.0000000e+00]
324,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.634264e-30 1.000000e+00]
325,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.7121793e-12 1.0000000e+00]
326,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.6626215 0.3373785]
327,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999940e-01 5.7640915e-07]
328,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.1487432e-23 1.0000000e+00]
329,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0760929e-24 1.0000000e+00]
330,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.1325285e-26 1.0000000e+00]
331,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.9501524e-27 1.0000000e+00]
332,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.869075e-12 1.000000e+00]
333,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[6.8620348e-06 9.9999309e-01]
334,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2509301e-17 1.0000000e+00]
335,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.3464704e-15 1.0000000e+00]
336,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0882075e-26 1.0000000e+00]
337,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00190166 0.9980983 ]
338,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.94140095 0.05859911]
339,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.1923496e-30 1.0000000e+00]
340,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.5094824e-11 1.0000000e+00]
341,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.323606e-14 1.000000e+00]
342,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[5.440702e-16 1.000000e+00]
343,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.4364361e-27 1.0000000e+00]
344,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.6311375e-26 1.0000000e+00]
345,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3160978e-27 1.0000000e+00]
346,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.015957e-08 1.000000e+00]
347,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.7510041e-24 1.0000000e+00]
348,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.0189322e-13 1.0000000e+00]
349,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.580848e-16 1.000000e+00]
350,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999905e-01 1.0067209e-06]
351,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.089375e-28 1.000000e+00]
352,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.2584748e-11 1.0000000e+00]
353,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2388477e-19 1.0000000e+00]
354,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3471848e-27 1.0000000e+00]
355,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.1636629e-16 1.0000000e+00]
356,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3050036e-28 1.0000000e+00]
357,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.9937981e-21 1.0000000e+00]
358,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.787319e-22 1.000000e+00]
359,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.1311351e-07 9.9999976e-01]
360,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.39769e-21 1.00000e+00]
361,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.8084316e-20 1.0000000e+00]
362,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.6730894e-14 1.0000000e+00]
363,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.734284e-05 9.999727e-01]
364,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[5.1876854e-12 1.0000000e+00]
365,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3942871e-28 1.0000000e+00]
366,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.9650015e-15 1.0000000e+00]
367,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.4509009e-30 1.0000000e+00]
368,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.4038052  0.59619486]
369,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.7611138e-19 1.0000000e+00]
370,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.4600115e-29 1.0000000e+00]
371,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.2157832e-22 1.0000000e+00]
372,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.1832714e-33 1.0000000e+00]
373,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.7621128  0.23788723]
374,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.1408985e-09 1.0000000e+00]
375,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0876506e-20 1.0000000e+00]
376,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.3199481e-08 1.0000000e+00]
377,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.683077e-20 1.000000e+00]
378,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.7228365e-16 1.0000000e+00]
379,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3234391e-18 1.0000000e+00]
380,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00786844 0.99213153]
381,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9994469e-01 5.5296696e-05]
382,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.698726e-09 1.000000e+00]
383,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[6.4116507e-10 1.0000000e+00]
384,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.9987337  0.00126636]
385,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0120667e-28 1.0000000e+00]
386,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999976e-01 2.5158849e-07]
387,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.291659e-21 1.000000e+00]
388,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.0061766e-09 1.0000000e+00]
389,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.8789601e-22 1.0000000e+00]
390,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.999995e-01 4.830394e-07]
391,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.5183683e-34 1.0000000e+00]
392,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.573696e-15 1.000000e+00]
393,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.9076176e-22 1.0000000e+00]
394,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999738e-01 2.6369921e-06]
395,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 2.3344328e-11]
396,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
397,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.536976e-04 9.998462e-01]
398,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.2987707e-26 1.0000000e+00]
399,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.76846695 0.23153313]
400,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.637921e-15 1.000000e+00]
401,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999988e-01 1.3123109e-07]
402,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.5499368e-05 9.9995446e-01]
403,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.889177e-20 1.000000e+00]
404,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.8426275e-23 1.0000000e+00]
405,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.5380057e-34 1.0000000e+00]
406,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2569258e-21 1.0000000e+00]
407,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.6950017e-09 1.0000000e+00]
408,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.400507e-28 1.000000e+00]
409,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.2363286e-31 1.0000000e+00]
410,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.7268495e-23 1.0000000e+00]
411,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.7376836e-19 1.0000000e+00]
412,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.8046325e-11 1.0000000e+00]
413,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.0997493e-06 9.9999785e-01]
414,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.4039704e-20 1.0000000e+00]
415,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.8452540e-07 9.9999905e-01]
416,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.138224e-17 1.000000e+00]
417,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.3689857e-18 1.0000000e+00]
418,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2863462e-27 1.0000000e+00]
419,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.1887998e-28 1.0000000e+00]
420,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.9031742e-17 1.0000000e+00]
421,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0988908e-07 9.9999988e-01]
422,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.7802426e-28 1.0000000e+00]
423,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.588977e-20 1.000000e+00]
424,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[5.732781e-22 1.000000e+00]
425,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.03046366 0.96953636]
426,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.511663e-28 1.000000e+00]
427,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.1160385e-18 1.0000000e+00]
428,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.2944464e-08 1.0000000e+00]
429,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.000000e+00 9.849525e-13]
430,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.577745e-26 1.000000e+00]
431,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.0888952e-24 1.0000000e+00]
432,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
433,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.592484e-26 1.000000e+00]
434,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[7.3220084e-19 1.0000000e+00]
435,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[6.52095e-13 1.00000e+00]
436,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999917e-01 8.8422217e-07]
437,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.1908185e-04 9.9968088e-01]
438,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.2290601e-27 1.0000000e+00]
439,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00167231 0.9983277 ]
440,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.2892226e-31 1.0000000e+00]
441,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.1999288e-06 9.9999785e-01]
442,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.5056271e-09 1.0000000e+00]
443,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.6566185e-16 1.0000000e+00]
444,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
445,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.561228e-26 1.000000e+00]
446,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9998724e-01 1.2804985e-05]
447,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.40262e-24 1.00000e+00]
448,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.614672e-26 1.000000e+00]
449,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.000000e+00 6.200339e-15]
450,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999726e-01 2.7643528e-06]
451,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.7638246e-25 1.0000000e+00]
452,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.631332e-19 1.000000e+00]
453,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.9441135e-23 1.0000000e+00]
454,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9986386e-01 1.3612432e-04]
455,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.271445e-21 1.000000e+00]
456,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.5804273e-17 1.0000000e+00]
457,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.2681912e-27 1.0000000e+00]
458,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3166689e-14 1.0000000e+00]
459,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.205065e-17 1.000000e+00]
460,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9946648e-01 5.3358404e-04]
461,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.6661387e-16 1.0000000e+00]
462,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.5537363e-28 1.0000000e+00]
463,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.664476e-19 1.000000e+00]
464,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.6786767e-19 1.0000000e+00]
465,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.4991675e-24 1.0000000e+00]
466,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.9510543e-28 1.0000000e+00]
467,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
468,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.3124264e-14 1.0000000e+00]
469,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 5.6431273e-11]
470,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.483016e-29 1.000000e+00]
471,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.491874e-22 1.000000e+00]
472,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00890574 0.9910943 ]
473,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.6154297e-26 1.0000000e+00]
474,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0.00174549 0.9982545 ]
475,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.228206e-22 1.000000e+00]
476,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[5.2125095e-16 1.0000000e+00]
477,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00726023 0.99273974]
478,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 3.9584602e-10]
479,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[6.025759e-11 1.000000e+00]
480,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 1.4788736e-12]
481,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[5.685462e-09 1.000000e+00]
482,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.7286337e-27 1.0000000e+00]
483,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[7.764259e-28 1.000000e+00]
484,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.19105e-18 1.00000e+00]
485,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.3686162e-06 9.9999762e-01]
486,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.5297535e-09 1.0000000e+00]
487,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.455515e-26 1.000000e+00]
488,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.4582816e-24 1.0000000e+00]
489,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.6005076e-14 1.0000000e+00]
490,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
491,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.320274   0.67972606]
492,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.4973719e-12 1.0000000e+00]
493,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.346688e-25 1.000000e+00]
494,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
495,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.2599577e-13 1.0000000e+00]
496,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0894349e-07 9.9999988e-01]
497,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.0584675e-17 1.0000000e+00]
498,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.9733443e-22 1.0000000e+00]
499,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.0657418e-21 1.0000000e+00]
500,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.263141e-16 1.000000e+00]
501,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.9956215  0.00437855]
502,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.0092977e-12 1.0000000e+00]
503,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00760381 0.9923962 ]
504,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.8551608e-08 1.0000000e+00]
505,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.4151594e-34 1.0000000e+00]
506,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.7622446e-32 1.0000000e+00]
507,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.112911e-08 1.000000e+00]
508,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.326815e-25 1.000000e+00]
509,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.691952e-11 1.000000e+00]
510,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.027831e-20 1.000000e+00]
511,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.000000e+00 6.107129e-13]
512,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.432698e-28 1.000000e+00]
513,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.8066983e-06 9.9999619e-01]
514,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
515,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00258403 0.9974159 ]
516,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3089699e-24 1.0000000e+00]
517,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.00263523 0.9973648 ]
518,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.5832814e-22 1.0000000e+00]
519,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.3879631e-05 9.9997616e-01]
520,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.1375725e-29 1.0000000e+00]
521,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.09754261 0.90245736]
522,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.426649e-10 1.000000e+00]
523,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.7252295e-26 1.0000000e+00]
524,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.669482e-15 1.000000e+00]
525,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.7900988e-23 1.0000000e+00]
526,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.9210185e-21 1.0000000e+00]
527,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.200176e-24 1.000000e+00]
528,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.21922183 0.78077817]
529,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
530,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9998200e-01 1.7966959e-05]
531,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
532,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.8677542e-07 9.9999976e-01]
533,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9909997e-01 9.0010138e-04]
534,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999964e-01 3.4001343e-07]
535,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.999999e-01 6.122446e-08]
536,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.465903e-30 1.000000e+00]
537,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.7739114e-33 1.0000000e+00]
538,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.126238e-27 1.000000e+00]
539,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.1736327e-05 9.9998832e-01]
540,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.07239646 0.92760354]
541,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.2785805e-12 1.0000000e+00]
542,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.6098301e-28 1.0000000e+00]
543,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.000000e+00 4.199523e-11]
544,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.1907074e-10 1.0000000e+00]
545,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.6837018e-24 1.0000000e+00]
546,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.134199e-37 1.000000e+00]
547,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.99684525 0.00315477]
548,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.5475305e-36 1.0000000e+00]
549,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.9901854  0.00981461]
550,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
551,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.8022503e-28 1.0000000e+00]
552,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.1121455e-10 1.0000000e+00]
553,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.3627218e-20 1.0000000e+00]
554,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.9339576e-12 1.0000000e+00]
555,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.01804961 0.9819504 ]
556,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.357838e-17 1.000000e+00]
557,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.816933e-12 1.000000e+00]
558,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999881e-01 1.2156694e-06]
559,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
560,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.5537787e-21 1.0000000e+00]
561,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.0575226e-18 1.0000000e+00]
562,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2084683e-23 1.0000000e+00]
563,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.257636e-28 1.000000e+00]
564,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.0972585e-07 9.9999976e-01]
565,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
566,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.5195476e-26 1.0000000e+00]
567,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.8677542e-07 9.9999976e-01]
568,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.8872362e-27 1.0000000e+00]
569,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.788152e-17 1.000000e+00]
570,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.0514796e-26 1.0000000e+00]
571,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.464123e-32 1.000000e+00]
572,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.9519242e-25 1.0000000e+00]
573,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.5605162e-08 1.0000000e+00]
574,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.2659547e-15 1.0000000e+00]
575,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.5961643e-08 1.0000000e+00]
576,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.7705103e-08 1.0000000e+00]
