,original,predicated
358,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
359,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
360,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
361,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
362,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
363,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.2886757e-28 1.0000000e+00]
364,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
365,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
366,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
367,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
368,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 1.3240269e-30]
369,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
370,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
371,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
372,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
373,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
374,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
375,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
376,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
377,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
378,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
379,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
380,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
381,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
382,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
383,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
384,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
385,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
386,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
387,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
388,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
389,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
390,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
391,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
392,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
393,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
394,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
395,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
396,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
397,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
398,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
399,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
400,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
401,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
402,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
403,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
404,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
405,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
406,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
407,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
408,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
409,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
410,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
411,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
412,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
413,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.220794e-19 1.000000e+00]
414,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
415,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
416,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
417,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
418,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
419,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
420,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
421,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
422,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
423,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
424,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
425,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.839966e-06 9.999962e-01]
426,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
427,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
428,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[7.1069499e-06 9.9999285e-01]
429,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
430,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
431,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
432,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
433,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
434,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
435,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
436,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
437,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
438,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
439,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
440,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
441,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
442,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
443,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
444,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
445,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
446,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
447,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
448,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
449,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
450,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
451,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
452,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
453,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
454,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
455,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
456,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
457,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
458,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
459,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
460,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
461,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
462,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
463,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
464,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
465,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
466,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
467,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
468,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
469,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
470,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
471,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
472,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
473,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
474,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
475,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
476,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
477,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
478,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[8.868731e-18 1.000000e+00]
479,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
480,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
481,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
482,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
483,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
484,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
485,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
486,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
487,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
488,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
489,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
490,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
491,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
492,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
493,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
494,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
495,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
496,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
497,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
498,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
499,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
500,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
501,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
502,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
503,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
504,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
505,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
506,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
507,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.00000e+00 2.04415e-28]
508,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
509,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
510,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
511,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
512,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
513,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
514,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
515,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0380382e-07 9.9999988e-01]
516,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
517,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.449927e-24 1.000000e+00]
518,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
519,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
520,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
521,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
522,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
523,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
524,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
525,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
526,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
527,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
528,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.7360413e-09 1.0000000e+00]
529,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
530,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
531,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
532,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
533,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.963614e-32 1.000000e+00]
534,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
535,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
536,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
537,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
538,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
539,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
540,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[4.90925e-31 1.00000e+00]
541,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
542,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
543,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
544,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
545,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
546,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
547,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999964e-01 3.7573113e-07]
548,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
549,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.9820738  0.01792626]
550,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
551,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
552,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
553,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
554,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
555,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
556,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
557,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
558,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
559,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
560,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
561,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
562,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
563,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
564,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
565,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
566,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
567,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
568,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
569,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
570,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
571,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
572,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
573,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 7.8869756e-29]
574,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
575,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
576,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
577,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
578,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
579,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
580,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
581,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
582,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
583,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
584,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
585,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
586,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
587,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
588,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.00000e+00 2.31731e-25]
589,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
590,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
591,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
592,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
593,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
594,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
595,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 2.9776364e-29]
596,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
597,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
598,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
599,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
600,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
601,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
602,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
603,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
604,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
605,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
606,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
607,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
608,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
609,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
610,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
611,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
612,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
613,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
614,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
615,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
616,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
617,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
618,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
619,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
620,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.0000000e+00 7.3820593e-25]
621,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
622,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1. 0.]
623,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
